Time,Channel A,Channel B
(ns),(V),(mV)

254.80000346,3.20939300,176.12520000
255.20000346,3.13111500,178.08220000
255.60000347,3.20939300,177.10370000
256.00000347,3.17025400,179.06070000
256.40000348,3.20939300,180.03910000
256.80000348,3.24853200,183.95300000
257.20000349,3.26810200,181.01760000
257.60000349,3.22896300,181.99610000
258.00000350,3.20939300,181.99610000
258.40000351,3.18982400,183.95300000
258.80000351,3.24853200,182.97450000
259.20000352,3.18982400,182.97450000
259.60000352,3.22896300,182.97450000
260.00000353,3.24853200,186.88840000
260.40000353,3.22896300,181.99610000
260.80000354,3.22896300,181.01760000
261.20000354,3.20939300,182.97450000
261.60000355,3.17025400,183.95300000
262.00000355,3.18982400,182.97450000
262.40000356,3.18982400,184.93150000
262.80000356,3.22896300,181.99610000
263.20000357,3.22896300,182.97450000
263.60000357,3.22896300,180.03910000
264.00000358,3.15068500,181.99610000
264.40000359,3.22896300,181.99610000
264.80000359,3.18982400,181.99610000
265.20000360,3.26810200,182.97450000
265.60000360,3.22896300,180.03910000
266.00000361,3.26810200,180.03910000
266.40000361,3.20939300,182.97450000
266.80000362,3.28767100,181.99610000
267.20000362,3.18982400,184.93150000
267.60000363,3.26810200,183.95300000
268.00000363,3.18982400,182.97450000
268.40000364,3.20939300,182.97450000
268.80000364,3.22896300,182.97450000
269.20000365,3.22896300,185.91000000
269.60000366,3.22896300,185.91000000
270.00000366,3.26810200,186.88840000
270.40000367,3.20939300,183.95300000
270.80000367,3.28767100,186.88840000
271.20000368,3.22896300,183.95300000
271.60000368,3.30724100,183.95300000
272.00000369,3.17025400,184.93150000
272.40000369,3.22896300,183.95300000
272.80000370,3.20939300,182.97450000
273.20000370,3.22896300,182.97450000
273.60000371,3.18982400,184.93150000
274.00000371,3.26810200,181.99610000
274.40000372,3.24853200,182.97450000
274.80000372,3.22896300,181.99610000
275.20000373,3.22896300,181.99610000
275.60000374,3.30724100,180.03910000
276.00000374,3.20939300,182.97450000
276.40000375,3.22896300,180.03910000
276.80000375,3.22896300,181.01760000
277.20000376,3.26810200,181.01760000
277.60000376,3.24853200,181.99610000
278.00000377,3.28767100,181.99610000
278.40000377,3.18982400,182.97450000
278.80000378,3.18982400,178.08220000
279.20000378,3.20939300,180.03910000
279.60000379,3.20939300,179.06070000
280.00000379,3.22896300,180.03910000
280.40000380,3.26810200,179.06070000
280.80000380,3.22896300,179.06070000
281.20000381,3.22896300,179.06070000
281.60000382,3.22896300,179.06070000
282.00000382,3.30724100,176.12520000
282.40000383,3.26810200,179.06070000
282.80000383,3.24853200,178.08220000
283.20000384,3.24853200,179.06070000
283.60000384,3.24853200,179.06070000
284.00000385,3.20939300,180.03910000
284.40000385,3.28767100,180.03910000
284.80000386,3.22896300,179.06070000
285.20000386,3.24853200,178.08220000
285.60000387,3.24853200,179.06070000
286.00000387,3.26810200,179.06070000
286.40000388,3.26810200,179.06070000
286.80000388,3.22896300,180.03910000
287.20000389,3.24853200,178.08220000
287.60000390,3.30724100,181.01760000
288.00000390,3.24853200,181.99610000
288.40000391,3.28767100,181.99610000
288.80000391,3.24853200,181.99610000
289.20000392,3.26810200,182.97450000
289.60000392,3.18982400,181.99610000
290.00000393,3.22896300,181.99610000
290.40000393,3.26810200,181.99610000
290.80000394,3.24853200,181.01760000
291.20000394,3.22896300,181.01760000
291.60000395,3.28767100,183.95300000
292.00000395,3.24853200,181.01760000
292.40000396,3.26810200,183.95300000
292.80000396,3.22896300,182.97450000
293.20000397,3.24853200,181.01760000
293.60000398,3.26810200,182.97450000
294.00000398,3.26810200,182.97450000
294.40000399,3.26810200,182.97450000
294.80000399,3.28767100,181.99610000
295.20000400,3.24853200,181.99610000
295.60000400,3.26810200,181.99610000
296.00000401,3.24853200,181.01760000
296.40000401,3.20939300,180.03910000
296.80000402,3.24853200,181.99610000
297.20000402,3.26810200,181.99610000
297.60000403,3.20939300,181.99610000
298.00000403,3.28767100,181.99610000
298.40000404,3.28767100,185.91000000
298.80000404,3.22896300,187.86690000
299.20000405,3.26810200,185.91000000
299.60000406,3.26810200,188.84540000
300.00000406,3.22896300,187.86690000
300.40000407,3.26810200,184.93150000
300.80000407,3.18982400,185.91000000
301.20000408,3.30724100,188.84540000
301.60000408,3.22896300,187.86690000
302.00000409,3.22896300,185.91000000
302.40000409,3.22896300,185.91000000
302.80000410,3.24853200,183.95300000
303.20000410,3.26810200,183.95300000
303.60000411,3.24853200,183.95300000
304.00000411,3.18982400,183.95300000
304.40000412,3.26810200,181.99610000
304.80000413,3.22896300,181.01760000
305.20000413,3.24853200,181.01760000
305.60000414,3.18982400,182.97450000
306.00000414,3.22896300,182.97450000
306.40000415,3.22896300,180.03910000
306.80000415,3.26810200,181.01760000
307.20000416,3.22896300,181.01760000
307.60000416,3.26810200,180.03910000
308.00000417,3.20939300,179.06070000
308.40000417,3.22896300,178.08220000
308.80000418,3.22896300,177.10370000
309.20000418,3.24853200,177.10370000
309.60000419,3.26810200,178.08220000
310.00000419,3.22896300,178.08220000
310.40000420,3.22896300,176.12520000
310.80000421,3.28767100,177.10370000
311.20000421,3.18982400,178.08220000
311.60000422,3.20939300,178.08220000
312.00000422,3.22896300,178.08220000
312.40000423,3.24853200,175.14680000
312.80000423,3.20939300,176.12520000
313.20000424,3.22896300,178.08220000
313.60000424,3.15068500,176.12520000
314.00000425,3.18982400,177.10370000
314.40000425,3.17025400,177.10370000
314.80000426,3.20939300,176.12520000
315.20000426,3.20939300,176.12520000
315.60000427,3.28767100,177.10370000
316.00000427,3.24853200,177.10370000
316.40000428,3.24853200,177.10370000
316.80000429,3.26810200,179.06070000
317.20000429,3.26810200,180.03910000
317.60000430,3.26810200,180.03910000
318.00000430,3.20939300,179.06070000
318.40000431,3.20939300,181.99610000
318.80000431,3.20939300,180.03910000
319.20000432,3.22896300,180.03910000
319.60000432,3.26810200,180.03910000
320.00000433,3.20939300,182.97450000
320.40000433,3.22896300,181.99610000
320.80000434,3.22896300,181.99610000
321.20000434,3.20939300,182.97450000
321.60000435,3.18982400,181.99610000
322.00000435,3.22896300,182.97450000
322.40000436,3.26810200,184.93150000
322.80000437,3.26810200,183.95300000
323.20000437,3.22896300,183.95300000
323.60000438,3.26810200,181.01760000
324.00000438,3.22896300,181.01760000
324.40000439,3.24853200,181.99610000
324.80000439,3.20939300,181.99610000
325.20000440,3.24853200,182.97450000
325.60000440,3.24853200,181.99610000
326.00000441,3.20939300,182.97450000
326.40000441,3.20939300,182.97450000
326.80000442,3.24853200,181.01760000
327.20000442,3.24853200,180.03910000
327.60000443,3.26810200,181.99610000
328.00000443,3.22896300,182.97450000
328.40000444,3.20939300,182.97450000
328.80000445,3.17025400,181.99610000
329.20000445,3.28767100,181.01760000
329.60000446,3.22896300,181.99610000
330.00000446,3.24853200,182.97450000
330.40000447,3.18982400,183.95300000
330.80000447,3.22896300,182.97450000
331.20000448,3.18982400,185.91000000
331.60000448,3.20939300,182.97450000
332.00000449,3.24853200,183.95300000
332.40000449,3.24853200,182.97450000
332.80000450,3.22896300,184.93150000
333.20000450,3.24853200,183.95300000
333.60000451,3.17025400,185.91000000
334.00000451,3.24853200,183.95300000
334.40000452,3.20939300,183.95300000
334.80000453,3.22896300,183.95300000
335.20000453,3.20939300,183.95300000
335.60000454,3.18982400,183.95300000
336.00000454,3.15068500,182.97450000
336.40000455,3.24853200,182.97450000
336.80000455,3.22896300,181.99610000
337.20000456,3.24853200,181.01760000
337.60000456,3.18982400,181.99610000
338.00000457,3.26810200,181.99610000
338.40000457,3.18982400,182.97450000
338.80000458,3.20939300,181.99610000
339.20000458,3.26810200,183.95300000
339.60000459,3.30724100,181.99610000
340.00000459,3.24853200,178.08220000
340.40000460,3.26810200,179.06070000
340.80000461,3.24853200,177.10370000
341.20000461,3.20939300,178.08220000
341.60000462,3.22896300,181.01760000
342.00000462,3.20939300,178.08220000
342.40000463,3.20939300,180.03910000
342.80000463,3.24853200,178.08220000
343.20000464,3.26810200,180.03910000
343.60000464,3.22896300,178.08220000
344.00000465,3.20939300,178.08220000
344.40000465,3.24853200,178.08220000
344.80000466,3.22896300,178.08220000
345.20000466,3.22896300,180.03910000
345.60000467,3.20939300,181.01760000
346.00000468,3.22896300,178.08220000
346.40000468,3.28767100,178.08220000
346.80000469,3.18982400,178.08220000
347.20000469,3.18982400,178.08220000
347.60000470,3.20939300,176.12520000
348.00000470,3.20939300,181.01760000
348.40000471,3.20939300,180.03910000
348.80000471,3.18982400,181.01760000
349.20000472,3.26810200,181.99610000
349.60000472,3.26810200,181.01760000
350.00000473,3.26810200,181.01760000
350.40000473,3.20939300,182.97450000
350.80000474,3.24853200,181.01760000
351.20000474,3.22896300,181.99610000
351.60000475,3.24853200,181.01760000
352.00000476,3.22896300,181.99610000
352.40000476,3.24853200,181.99610000
352.80000477,3.26810200,181.99610000
353.20000477,3.24853200,182.97450000
353.60000478,3.18982400,182.97450000
354.00000478,3.28767100,182.97450000
354.40000479,3.24853200,183.95300000
354.80000479,3.26810200,181.99610000
355.20000480,3.24853200,181.99610000
355.60000480,3.22896300,182.97450000
356.00000481,3.26810200,181.01760000
356.40000481,3.24853200,183.95300000
356.80000482,3.20939300,181.99610000
357.20000482,3.30724100,182.97450000
357.60000483,3.22896300,184.93150000
358.00000484,3.22896300,180.03910000
358.40000484,3.22896300,182.97450000
358.80000485,3.22896300,181.01760000
359.20000485,3.22896300,181.01760000
359.60000486,3.32681000,181.99610000
360.00000486,3.24853200,183.95300000
360.40000487,3.26810200,184.93150000
360.80000487,3.24853200,185.91000000
361.20000488,3.24853200,185.91000000
361.60000488,3.24853200,187.86690000
362.00000489,3.32681000,188.84540000
362.40000489,3.22896300,186.88840000
362.80000490,3.24853200,188.84540000
363.20000490,3.18982400,189.82390000
363.60000491,3.26810200,187.86690000
364.00000492,3.26810200,188.84540000
364.40000492,3.26810200,185.91000000
364.80000493,3.26810200,183.95300000
365.20000493,3.28767100,185.91000000
365.60000494,3.20939300,183.95300000
366.00000494,3.20939300,181.99610000
366.40000495,3.22896300,183.95300000
366.80000495,3.26810200,181.01760000
367.20000496,3.24853200,179.06070000
367.60000496,3.30724100,180.03910000
368.00000497,3.30724100,183.95300000
368.40000497,3.26810200,180.03910000
368.80000498,3.28767100,179.06070000
369.20000498,3.30724100,181.01760000
369.60000499,3.24853200,178.08220000
370.00000500,3.26810200,177.10370000
370.40000500,3.24853200,180.03910000
370.80000501,3.22896300,178.08220000
371.20000501,3.24853200,179.06070000
371.60000502,3.24853200,179.06070000
372.00000502,3.18982400,180.03910000
372.40000503,3.24853200,178.08220000
372.80000503,3.26810200,181.01760000
373.20000504,3.24853200,178.08220000
373.60000504,3.24853200,177.10370000
374.00000505,3.26810200,175.14680000
374.40000505,3.24853200,178.08220000
374.80000506,3.24853200,174.16830000
375.20000506,3.22896300,174.16830000
375.60000507,3.28767100,174.16830000
376.00000508,3.22896300,177.10370000
376.40000508,3.26810200,176.12520000
376.80000509,3.22896300,176.12520000
377.20000509,3.28767100,179.06070000
377.60000510,3.24853200,175.14680000
378.00000510,3.22896300,175.14680000
378.40000511,3.20939300,179.06070000
378.80000511,3.20939300,178.08220000
379.20000512,3.22896300,178.08220000
379.60000512,3.22896300,179.06070000
380.00000513,3.26810200,181.99610000
380.40000513,3.28767100,179.06070000
380.80000514,3.24853200,180.03910000
381.20000515,3.24853200,182.97450000
381.60000515,3.22896300,181.01760000
382.00000516,3.26810200,182.97450000
382.40000516,3.20939300,181.99610000
382.80000517,3.26810200,181.99610000
383.20000517,3.24853200,184.93150000
383.60000518,3.26810200,181.99610000
384.00000518,3.22896300,184.93150000
384.40000519,3.22896300,182.97450000
384.80000519,3.22896300,185.91000000
385.20000520,3.24853200,182.97450000
385.60000520,3.22896300,181.01760000
386.00000521,3.26810200,184.93150000
386.40000521,3.22896300,183.95300000
386.80000522,3.24853200,181.99610000
387.20000523,3.17025400,184.93150000
387.60000523,3.26810200,182.97450000
388.00000524,3.20939300,183.95300000
388.40000524,3.24853200,182.97450000
388.80000525,3.24853200,181.99610000
389.20000525,3.22896300,182.97450000
389.60000526,3.20939300,181.99610000
390.00000526,3.20939300,182.97450000
390.40000527,3.22896300,181.01760000
390.80000527,3.28767100,180.03910000
391.20000528,3.17025400,183.95300000
391.60000528,3.24853200,184.93150000
392.00000529,3.22896300,182.97450000
392.40000529,3.22896300,182.97450000
392.80000530,3.20939300,185.91000000
393.20000531,3.26810200,183.95300000
393.60000531,3.22896300,184.93150000
394.00000532,3.24853200,183.95300000
394.40000532,3.26810200,184.93150000
394.80000533,3.20939300,182.97450000
395.20000533,3.22896300,183.95300000
395.60000534,3.24853200,181.99610000
396.00000534,3.20939300,181.99610000
396.40000535,3.24853200,183.95300000
396.80000535,3.18982400,183.95300000
397.20000536,3.20939300,182.97450000
397.60000536,3.22896300,182.97450000
398.00000537,3.22896300,181.01760000
398.40000537,3.20939300,181.01760000
398.80000538,3.22896300,181.99610000
399.20000539,3.26810200,181.99610000
399.60000539,3.24853200,181.01760000
400.00000540,3.24853200,181.99610000
400.40000540,3.26810200,181.01760000
400.80000541,3.20939300,181.01760000
401.20000541,3.18982400,181.01760000
401.60000542,3.22896300,182.97450000
402.00000542,3.26810200,178.08220000
402.40000543,3.22896300,178.08220000
402.80000543,3.26810200,177.10370000
403.20000544,3.18982400,180.03910000
403.60000544,3.24853200,179.06070000
404.00000545,3.18982400,179.06070000
404.40000545,3.28767100,178.08220000
404.80000546,3.17025400,177.10370000
405.20000547,3.24853200,178.08220000
405.60000547,3.18982400,179.06070000
406.00000548,3.28767100,180.03910000
406.40000548,3.24853200,179.06070000
406.80000549,3.24853200,179.06070000
407.20000549,3.20939300,178.08220000
407.60000550,3.28767100,179.06070000
408.00000550,3.24853200,178.08220000
408.40000551,3.26810200,180.03910000
408.80000551,3.18982400,179.06070000
409.20000552,3.18982400,178.08220000
409.60000552,3.22896300,181.99610000
410.00000553,3.22896300,179.06070000
410.40000553,3.24853200,178.08220000
410.80000554,3.26810200,179.06070000
411.20000555,3.20939300,181.01760000
411.60000555,3.26810200,178.08220000
412.00000556,3.24853200,181.99610000
412.40000556,3.28767100,180.03910000
412.80000557,3.18982400,181.01760000
413.20000557,3.24853200,180.03910000
413.60000558,3.22896300,181.99610000
414.00000558,3.26810200,181.99610000
414.40000559,3.20939300,181.99610000
414.80000559,3.26810200,183.95300000
415.20000560,3.22896300,186.88840000
415.60000560,3.24853200,182.97450000
416.00000561,3.24853200,183.95300000
416.40000562,3.28767100,181.99610000
416.80000562,3.22896300,181.01760000
417.20000563,3.18982400,182.97450000
417.60000563,3.22896300,184.93150000
418.00000564,3.20939300,182.97450000
418.40000564,3.20939300,181.01760000
418.80000565,3.20939300,181.99610000
419.20000565,3.18982400,181.01760000
419.60000566,3.22896300,181.01760000
420.00000566,3.22896300,182.97450000
420.40000567,3.24853200,180.03910000
420.80000567,3.20939300,180.03910000
421.20000568,3.22896300,181.01760000
421.60000568,3.22896300,181.01760000
422.00000569,3.28767100,181.01760000
422.40000570,3.22896300,183.95300000
422.80000570,3.24853200,182.97450000
423.20000571,3.22896300,185.91000000
423.60000571,3.26810200,186.88840000
424.00000572,3.22896300,187.86690000
424.40000572,3.28767100,187.86690000
424.80000573,3.22896300,186.88840000
425.20000573,3.22896300,184.93150000
425.60000574,3.24853200,184.93150000
426.00000574,3.30724100,186.88840000
426.40000575,3.26810200,184.93150000
426.80000575,3.24853200,186.88840000
427.20000576,3.24853200,184.93150000
427.60000576,3.28767100,182.97450000
428.00000577,3.22896300,183.95300000
428.40000578,3.22896300,181.99610000
428.80000578,3.26810200,181.99610000
429.20000579,3.22896300,181.01760000
429.60000579,3.20939300,181.01760000
430.00000580,3.26810200,181.99610000
430.40000580,3.18982400,181.99610000
430.80000581,3.26810200,179.06070000
431.20000581,3.22896300,180.03910000
431.60000582,3.26810200,179.06070000
432.00000582,3.24853200,179.06070000
432.40000583,3.24853200,177.10370000
432.80000583,3.22896300,180.03910000
433.20000584,3.28767100,181.01760000
433.60000584,3.20939300,180.03910000
434.00000585,3.24853200,176.12520000
434.40000586,3.18982400,179.06070000
434.80000586,3.24853200,179.06070000
435.20000587,3.24853200,178.08220000
435.60000587,3.26810200,179.06070000
436.00000588,3.24853200,177.10370000
436.40000588,3.26810200,177.10370000
436.80000589,3.24853200,177.10370000
437.20000589,3.24853200,177.10370000
437.60000590,3.20939300,176.12520000
438.00000590,3.24853200,177.10370000
438.40000591,3.24853200,177.10370000
438.80000591,3.30724100,177.10370000
439.20000592,3.24853200,176.12520000
439.60000592,3.28767100,177.10370000
440.00000593,3.20939300,176.12520000
440.40000594,3.26810200,176.12520000
440.80000594,3.18982400,176.12520000
441.20000595,3.26810200,177.10370000
441.60000595,3.20939300,179.06070000
442.00000596,3.24853200,178.08220000
442.40000596,3.22896300,180.03910000
442.80000597,3.22896300,180.03910000
443.20000597,3.24853200,180.03910000
443.60000598,3.26810200,180.03910000
444.00000598,3.22896300,182.97450000
444.40000599,3.22896300,180.03910000
444.80000599,3.18982400,183.95300000
445.20000600,3.26810200,184.93150000
445.60000600,3.24853200,183.95300000
446.00000601,3.24853200,181.99610000
446.40000602,3.22896300,182.97450000
446.80000602,3.20939300,181.01760000
447.20000603,3.22896300,183.95300000
447.60000603,3.26810200,182.97450000
448.00000604,3.20939300,185.91000000
448.40000604,3.26810200,184.93150000
448.80000605,3.18982400,186.88840000
449.20000605,3.24853200,181.99610000
449.60000606,3.24853200,181.99610000
450.00000606,3.20939300,181.01760000
450.40000607,3.26810200,184.93150000
450.80000607,3.26810200,183.95300000
451.20000608,3.20939300,181.99610000
451.60000609,3.20939300,180.03910000
452.00000609,3.22896300,182.97450000
452.40000610,3.24853200,181.99610000
452.80000610,3.22896300,181.99610000
453.20000611,3.24853200,181.99610000
453.60000611,3.24853200,184.93150000
454.00000612,3.22896300,182.97450000
454.40000612,3.24853200,183.95300000
454.80000613,3.22896300,183.95300000
455.20000613,3.22896300,183.95300000
455.60000614,3.26810200,183.95300000
456.00000614,3.18982400,184.93150000
456.40000615,3.26810200,184.93150000
456.80000615,3.20939300,185.91000000
457.20000616,3.22896300,183.95300000
457.60000617,3.24853200,181.99610000
458.00000617,3.24853200,182.97450000
458.40000618,3.26810200,182.97450000
458.80000618,3.26810200,181.99610000
459.20000619,3.20939300,183.95300000
459.60000619,3.24853200,181.99610000
460.00000620,3.24853200,181.01760000
460.40000620,3.22896300,180.03910000
460.80000621,3.24853200,183.95300000
461.20000621,3.17025400,180.03910000
461.60000622,3.22896300,181.99610000
462.00000622,3.30724100,178.08220000
462.40000623,3.26810200,181.99610000
462.80000623,3.24853200,180.03910000
463.20000624,3.22896300,181.99610000
463.60000625,3.28767100,178.08220000
464.00000625,3.26810200,182.97450000
464.40000626,3.26810200,180.03910000
464.80000626,3.28767100,178.08220000
465.20000627,3.26810200,179.06070000
465.60000627,3.22896300,180.03910000
466.00000628,3.28767100,178.08220000
466.40000628,3.24853200,177.10370000
466.80000629,3.26810200,177.10370000
467.20000629,3.24853200,180.03910000
467.60000630,3.18982400,178.08220000
468.00000630,3.20939300,180.03910000
468.40000631,3.26810200,180.03910000
468.80000631,3.22896300,179.06070000
469.20000632,3.20939300,179.06070000
469.60000633,3.24853200,178.08220000
470.00000633,3.26810200,178.08220000
470.40000634,3.17025400,179.06070000
470.80000634,3.22896300,177.10370000
471.20000635,3.20939300,178.08220000
471.60000635,3.28767100,179.06070000
472.00000636,3.24853200,179.06070000
472.40000636,3.24853200,181.01760000
472.80000637,3.22896300,180.03910000
473.20000637,3.24853200,179.06070000
473.60000638,3.22896300,182.97450000
474.00000638,3.28767100,181.99610000
474.40000639,3.22896300,181.99610000
474.80000639,3.24853200,181.01760000
475.20000640,3.26810200,182.97450000
475.60000641,3.26810200,181.01760000
476.00000641,3.26810200,181.01760000
476.40000642,3.32681000,181.99610000
476.80000642,3.22896300,181.01760000
477.20000643,3.24853200,182.97450000
477.60000643,3.18982400,182.97450000
478.00000644,3.18982400,181.99610000
478.40000644,3.22896300,180.03910000
478.80000645,3.28767100,181.99610000
479.20000645,3.26810200,183.95300000
479.60000646,3.22896300,182.97450000
480.00000646,3.22896300,182.97450000
480.40000647,3.20939300,180.03910000
480.80000647,3.22896300,180.03910000
481.20000648,3.20939300,181.01760000
481.60000649,3.22896300,182.97450000
482.00000649,3.24853200,181.99610000
482.40000650,3.22896300,181.01760000
482.80000650,3.26810200,181.01760000
483.20000651,3.24853200,181.99610000
483.60000651,3.24853200,181.99610000
484.00000652,3.20939300,182.97450000
484.40000652,3.22896300,182.97450000
484.80000653,3.24853200,186.88840000
485.20000653,3.22896300,185.91000000
485.60000654,3.24853200,188.84540000
486.00000654,3.24853200,189.82390000
486.40000655,3.24853200,190.80230000
486.80000655,3.28767100,188.84540000
487.20000656,3.24853200,189.82390000
487.60000657,3.22896300,190.80230000
488.00000657,3.24853200,192.75930000
488.40000658,3.22896300,191.78080000
488.80000658,3.22896300,189.82390000
489.20000659,3.24853200,186.88840000
489.60000659,3.26810200,189.82390000
490.00000660,3.26810200,186.88840000
490.40000660,3.26810200,185.91000000
490.80000661,3.26810200,182.97450000
491.20000661,3.26810200,181.01760000
491.60000662,3.26810200,181.01760000
492.00000662,3.22896300,181.01760000
492.40000663,3.26810200,181.01760000
492.80000664,3.28767100,179.06070000
493.20000664,3.28767100,178.08220000
493.60000665,3.24853200,179.06070000
494.00000665,3.26810200,177.10370000
494.40000666,3.24853200,178.08220000
494.80000666,3.26810200,180.03910000
495.20000667,3.22896300,178.08220000
495.60000667,3.26810200,177.10370000
496.00000668,3.26810200,178.08220000
496.40000668,3.28767100,180.03910000
496.80000669,3.20939300,177.10370000
497.20000669,3.26810200,176.12520000
497.60000670,3.24853200,178.08220000
498.00000670,3.26810200,177.10370000
498.40000671,3.18982400,178.08220000
498.80000672,3.20939300,176.12520000
499.20000672,3.20939300,176.12520000
499.60000673,3.24853200,176.12520000
500.00000673,3.28767100,173.18980000
500.40000674,3.28767100,174.16830000
500.80000674,3.26810200,176.12520000
501.20000675,3.28767100,175.14680000
501.60000675,3.22896300,175.14680000
502.00000676,3.22896300,176.12520000
502.40000676,3.28767100,177.10370000
502.80000677,3.30724100,176.12520000
503.20000677,3.30724100,176.12520000
503.60000678,3.22896300,177.10370000
504.00000678,3.22896300,179.06070000
504.40000679,3.30724100,179.06070000
504.80000680,3.22896300,181.99610000
505.20000680,3.26810200,181.01760000
505.60000681,3.22896300,183.95300000
506.00000681,3.26810200,181.99610000
506.40000682,3.28767100,183.95300000
506.80000682,3.24853200,181.99610000
507.20000683,3.26810200,184.93150000
507.60000683,3.30724100,181.01760000
508.00000684,3.24853200,184.93150000
508.40000684,3.24853200,185.91000000
508.80000685,3.26810200,183.95300000
509.20000685,3.30724100,184.93150000
509.60000686,3.22896300,183.95300000
510.00000686,3.28767100,181.99610000
510.40000687,3.22896300,181.99610000
510.80000688,3.24853200,181.99610000
511.20000688,3.24853200,183.95300000
511.60000689,3.22896300,182.97450000
512.00000689,3.24853200,182.97450000
512.40000690,3.30724100,181.99610000
512.80000690,3.20939300,181.99610000
513.20000691,3.26810200,180.03910000
513.60000691,3.26810200,181.99610000
514.00000692,3.24853200,182.97450000
514.40000692,3.24853200,182.97450000
514.80000693,3.18982400,181.01760000
515.20000693,3.22896300,181.99610000
515.60000694,3.26810200,183.95300000
516.00000694,3.22896300,183.95300000
516.40000695,3.26810200,181.99610000
516.80000696,3.22896300,184.93150000
517.20000696,3.28767100,183.95300000
517.60000697,3.24853200,184.93150000
518.00000697,3.22896300,183.95300000
518.40000698,3.24853200,181.99610000
518.80000698,3.18982400,183.95300000
519.20000699,3.20939300,185.91000000
519.60000699,3.24853200,185.91000000
520.00000700,3.24853200,184.93150000
520.40000700,3.24853200,183.95300000
520.80000701,3.24853200,184.93150000
521.20000701,3.24853200,181.01760000
521.60000702,3.22896300,183.95300000
522.00000702,3.20939300,181.99610000
522.40000703,3.22896300,184.93150000
522.80000704,3.26810200,181.99610000
523.20000704,3.22896300,181.01760000
523.60000705,3.24853200,181.01760000
524.00000705,3.24853200,182.97450000
524.40000706,3.28767100,181.01760000
524.80000706,3.24853200,181.99610000
525.20000707,3.26810200,179.06070000
525.60000707,3.18982400,180.03910000
526.00000708,3.20939300,181.01760000
526.40000708,3.24853200,180.03910000
526.80000709,3.24853200,178.08220000
527.20000709,3.22896300,179.06070000
527.60000710,3.28767100,176.12520000
528.00000711,3.22896300,178.08220000
528.40000711,3.26810200,179.06070000
528.80000712,3.20939300,179.06070000
529.20000712,3.26810200,178.08220000
529.60000713,3.22896300,179.06070000
530.00000713,3.20939300,179.06070000
530.40000714,3.24853200,179.06070000
530.80000714,3.26810200,179.06070000
531.20000715,3.22896300,179.06070000
531.60000715,3.24853200,177.10370000
532.00000716,3.18982400,178.08220000
532.40000716,3.24853200,179.06070000
532.80000717,3.22896300,179.06070000
533.20000717,3.24853200,177.10370000
533.60000718,3.24853200,178.08220000
534.00000719,3.26810200,178.08220000
534.40000719,3.22896300,180.03910000
534.80000720,3.24853200,179.06070000
535.20000720,3.17025400,179.06070000
535.60000721,3.24853200,178.08220000
536.00000721,3.24853200,178.08220000
536.40000722,3.26810200,179.06070000
536.80000722,3.22896300,180.03910000
537.20000723,3.24853200,178.08220000
537.60000723,3.24853200,179.06070000
538.00000724,3.28767100,181.99610000
538.40000724,3.20939300,183.95300000
538.80000725,3.26810200,180.03910000
539.20000725,3.24853200,181.99610000
539.60000726,3.24853200,181.01760000
540.00000727,3.22896300,181.99610000
540.40000727,3.26810200,180.03910000
540.80000728,3.20939300,180.03910000
541.20000728,3.26810200,180.03910000
541.60000729,3.22896300,181.99610000
542.00000729,3.18982400,181.01760000
542.40000730,3.22896300,183.95300000
542.80000730,3.26810200,182.97450000
543.20000731,3.24853200,181.01760000
543.60000731,3.22896300,182.97450000
544.00000732,3.22896300,181.99610000
544.40000732,3.26810200,180.03910000
544.80000733,3.26810200,182.97450000
545.20000733,3.28767100,182.97450000
545.60000734,3.18982400,182.97450000
546.00000735,3.24853200,182.97450000
546.40000735,3.22896300,183.95300000
546.80000736,3.24853200,181.99610000
547.20000736,3.20939300,185.91000000
547.60000737,3.22896300,184.93150000
548.00000737,3.22896300,187.86690000
548.40000738,3.22896300,185.91000000
548.80000738,3.20939300,187.86690000
549.20000739,3.26810200,187.86690000
549.60000739,3.24853200,188.84540000
550.00000740,3.24853200,188.84540000
550.40000740,3.28767100,186.88840000
550.80000741,3.30724100,186.88840000
551.20000741,3.30724100,186.88840000
551.60000742,3.28767100,184.93150000
552.00000743,3.26810200,187.86690000
552.40000743,3.28767100,185.91000000
552.80000744,3.22896300,183.95300000
553.20000744,3.24853200,181.01760000
553.60000745,3.22896300,181.99610000
554.00000745,3.22896300,182.97450000
554.40000746,3.26810200,181.99610000
554.80000746,3.24853200,181.01760000
555.20000747,3.22896300,181.01760000
555.60000747,3.22896300,179.06070000
556.00000748,3.22896300,180.03910000
556.40000748,3.26810200,178.08220000
556.80000749,3.24853200,179.06070000
557.20000749,3.22896300,177.10370000
557.60000750,3.22896300,179.06070000
558.00000751,3.24853200,177.10370000
558.40000751,3.24853200,177.10370000
558.80000752,3.28767100,175.14680000
559.20000752,3.24853200,178.08220000
559.60000753,3.22896300,178.08220000
560.00000753,3.24853200,178.08220000
560.40000754,3.30724100,176.12520000
560.80000754,3.22896300,178.08220000
561.20000755,3.24853200,178.08220000
561.60000755,3.18982400,177.10370000
562.00000756,3.28767100,176.12520000
562.40000756,3.32681000,176.12520000
562.80000757,3.26810200,176.12520000
563.20000758,3.22896300,177.10370000
563.60000758,3.18982400,175.14680000
564.00000759,3.24853200,178.08220000
564.40000759,3.26810200,175.14680000
564.80000760,3.20939300,177.10370000
